id,predict,presict
37300,0,0.42
37300,0,0.51
37301,0,0.33
37301,0,0.58
37302,0,0.32
37303,0,0.99
37303,0,0.71
37304,0,0.43
37304,0,0.99
37305,0,0.45
37306,0,0.38
37306,0,0.47
37307,0,0.54
37307,0,0.43
37308,0,0.48
37309,0,0.39
37309,0,0.98
37310,0,0.65
37310,0,0.43
37311,0,0.14
37312,0,0.54
37312,0,0.52
37313,0,0.95
37313,0,0.65
37314,0,0.54
37315,0,0.51
37315,0,0.45
37316,0,0.36
37316,0,0.49
37317,0,0.51
37318,0,0.99
37318,0,0.59
37319,0,0.37
37319,0,0.51
37320,0,0.41
37321,0,0.41
37321,0,0.48
37322,0,0.43
37322,0,1.0
37323,0,0.97
37324,0,0.3
37324,0,0.99
37325,0,0.9
37325,0,0.4
37326,0,0.54
37327,0,0.3
37327,0,0.44
37328,0,0.99
37328,0,0.41
37329,0,0.54
37330,0,0.35
37330,0,0.4
37331,0,1.0
37331,0,1.0
37332,0,0.6
37333,0,0.66
37333,0,0.41
37334,0,0.89
37334,0,0.43
37335,0,0.28
37336,0,0.88
37336,0,0.51
37337,0,0.98
37337,0,0.76
37338,0,0.43
37339,0,0.55
37339,0,0.53
37340,0,0.5
37341,0,0.4
37341,0,0.52
37342,0,1.0
37342,0,0.57
37343,0,0.55
37344,0,0.51
37344,0,0.57
37345,0,0.23
37345,0,0.48
37346,0,0.44
37347,0,0.51
37347,0,1.0
37348,0,0.53
37348,0,1.0
37349,0,0.51
37350,0,1.0
37350,0,0.44
37351,0,0.99
37351,0,0.54
37352,0,0.53
37353,0,0.48
37353,0,0.4
37354,0,0.38
37354,0,0.92
37355,0,1.0
37356,0,0.37
37356,0,0.54
37357,0,0.5
37357,0,1.0
37358,0,0.92
37359,0,0.82
37359,0,0.69
37360,0,0.4
37360,0,0.5
37361,0,0.24
37362,0,0.83
37362,0,0.4
37363,0,0.56
37363,0,0.45
37364,0,0.33
37365,0,0.37
37365,0,0.43
37366,0,0.57
37366,0,0.47
37367,0,0.38
37368,0,1.0
37368,0,0.45
37369,0,1.0
37369,0,0.49
37370,0,0.98
37371,0,0.5
37371,0,0.44
37372,0,0.18
37372,0,0.31
37373,0,0.55
37374,0,0.48
37374,0,0.41
37375,0,1.0
37375,0,0.31
37376,0,0.42
37377,0,0.39
37377,0,0.9
37378,0,0.47
37378,0,0.36
37379,0,0.99
37380,0,0.32
37380,0,0.54
37381,0,0.52
37381,0,1.0
37382,0,0.99
37383,0,0.55
37383,0,0.61
37384,0,0.61
37384,0,0.99
37385,0,0.86
37386,0,0.99
37386,0,0.31
37387,0,0.41
37387,0,0.81
37388,0,0.44
37389,0,0.39
37389,0,0.4
37390,0,0.41
37390,0,0.48
37391,0,0.52
37392,0,0.44
37392,0,0.99
37393,0,0.35
37393,0,0.28
37394,0,1.0
37395,0,1.0
37395,0,0.6
37396,0,0.53
37396,0,0.42
37397,0,0.54
37398,0,0.72
37398,0,0.41
37399,0,0.48
37399,0,0.57
37400,0,1.0
37401,0,0.34
37401,0,1.0
37402,0,1.0
37402,0,0.61
37403,0,0.37
37404,0,0.4
37404,0,1.0
37405,0,0.84
37405,0,0.44
37406,0,0.45
37407,0,0.35
37407,0,0.41
37408,0,0.99
37408,0,0.5
37409,0,0.34
37410,0,0.4
37410,0,0.45
37411,0,0.17
37411,0,0.36
37412,0,0.21
37413,0,0.99
37413,0,0.45
37414,0,0.48
37414,0,0.44
37415,0,0.32
37416,0,0.55
37416,0,0.36
37417,0,0.32
37417,0,1.0
37418,0,1.0
37419,0,1.0
37419,0,0.4
37420,0,1.0
37421,0,0.71
37421,0,0.66
37422,0,0.99
37422,0,1.0
37423,0,0.43
37424,0,0.56
37424,0,0.55
37425,0,1.0
37425,0,1.0
37426,0,0.68
37427,0,0.59
37427,0,0.35
37428,0,0.39
37428,0,1.0
37429,0,1.0
37430,0,0.59
37430,0,1.0
37431,0,0.59
37431,0,0.55
37432,0,0.47
37433,0,0.42
37433,0,0.48
37434,0,0.24
37434,0,0.61
37435,0,0.61
37436,0,0.39
37436,0,0.58
37437,0,0.59
37437,0,0.42
37438,0,0.98
37439,0,0.46
37439,0,0.99
37440,0,0.42
37440,0,0.26
37441,0,1.0
37442,0,1.0
37442,0,0.54
37443,0,0.41
37443,0,0.99
37444,0,0.52
37445,0,0.23
37445,0,0.42
37446,0,0.35
37446,0,0.98
37447,0,0.5
37448,0,0.43
37448,0,0.32
37449,0,0.51
37449,0,0.49
37450,0,0.56
37451,0,0.23
37451,0,1.0
37452,0,0.48
37452,0,0.34
37453,0,0.41
37454,0,0.54
37454,0,0.91
37455,0,0.4
37455,0,0.64
37456,0,0.56
37457,0,0.43
37457,0,0.27
37458,0,0.6
37458,0,0.22
37459,0,0.43
37460,0,0.48
37460,0,1.0
37461,0,0.41
37461,0,1.0
37462,0,0.42
37463,0,0.98
37463,0,0.56
37464,0,0.39
37464,0,0.58
37465,0,0.5
37466,0,0.58
37466,0,0.41
37467,0,1.0
37467,0,0.36
37468,0,0.45
37469,0,0.99
37469,0,1.0
37470,0,0.44
37470,0,0.4
37471,0,0.45
37472,0,1.0
37472,0,0.31
37473,0,1.0
37473,0,0.24
37474,0,0.27
37475,0,0.29
37475,0,0.5
37476,0,0.45
37476,0,0.38
37477,0,1.0
37478,0,0.56
37478,0,0.8
37479,0,0.48
37479,0,1.0
37480,0,1.0
37481,0,0.39
37481,0,0.2
37482,0,0.29
37482,0,0.98
37483,0,0.79
37484,0,0.29
37484,0,1.0
37485,0,0.25
37485,0,0.48
37486,0,0.52
37487,0,0.48
37487,0,0.42
37488,0,0.49
37488,0,0.46
37489,0,0.36
37490,0,0.47
37490,0,0.44
37491,0,0.36
37491,0,0.31
37492,0,1.0
37493,0,1.0
37493,0,0.47
37494,0,0.37
37494,0,0.48
37495,0,0.49
37496,0,0.26
37496,0,0.2
37497,0,0.49
37497,0,0.47
37498,0,0.61
37499,0,0.5
37499,0,1.0
37500,0,0.27
37501,0,0.69
37501,0,0.48
37502,0,0.52
37502,0,0.29
37503,0,0.53
37504,0,0.55
37504,0,0.54
37505,0,0.73
37505,0,0.46
37506,0,0.43
37507,0,0.54
37507,0,0.29
37508,0,0.63
37508,0,0.92
37509,0,0.48
37510,0,0.45
37510,0,1.0
37511,0,0.31
37511,0,0.39
37512,0,0.54
37513,0,0.44
37513,0,0.53
37514,0,0.13
37514,0,0.33
37515,0,0.19
37516,0,0.97
37516,0,0.99
37517,0,0.43
37517,0,1.0
37518,0,0.99
37519,0,0.32
37519,0,0.54
37520,0,0.51
37520,0,1.0
37521,0,0.32
37522,0,0.61
37522,0,0.27
37523,0,0.44
37523,0,0.45
37524,0,0.48
37525,0,0.56
37525,0,0.35
37526,0,0.5
37526,0,0.97
37527,0,0.37
37528,0,0.51
37528,0,0.99
37529,0,0.84
37529,0,1.0
37530,0,0.16
37531,0,0.46
37531,0,0.41
37532,0,0.4
37532,0,0.37
37533,0,0.99
37534,0,0.61
37534,0,0.43
37535,0,0.38
37535,0,0.43
37536,0,0.48
37537,0,0.46
37537,0,0.38
37538,0,0.62
37538,0,1.0
37539,0,0.54
37540,0,1.0
37540,0,0.57
37541,0,0.6
37541,0,0.78
37542,0,1.0
37543,0,1.0
37543,0,0.48
37544,0,0.99
37544,0,0.98
37545,0,0.46
37546,0,1.0
37546,0,0.97
37547,0,1.0
37547,0,0.43
37548,0,1.0
37549,0,0.62
37549,0,0.45
37550,0,0.39
37550,0,0.48
37551,0,0.38
37552,0,0.57
37552,0,1.0
37553,0,0.47
37553,0,0.54
37554,0,1.0
37555,0,0.44
37555,0,1.0
37556,0,0.85
37556,0,0.98
37557,0,0.98
37558,0,1.0
37558,0,0.56
37559,0,1.0
37559,0,0.39
37560,0,0.34
37561,0,0.48
37561,0,1.0
37562,0,0.56
37562,0,0.68
37563,0,0.18
37564,0,0.31
37564,0,0.5
37565,0,0.46
37565,0,0.46
37566,0,0.51
37567,0,0.99
37567,0,0.45
37568,0,0.36
37568,0,0.98
37569,0,1.0
37570,0,0.69
37570,0,0.69
37571,0,0.58
37571,0,0.24
37572,0,0.99
37573,0,0.45
37573,0,0.31
37574,0,0.99
37574,0,0.38
37575,0,0.53
37576,0,1.0
37576,0,1.0
37577,0,0.98
37577,0,0.99
37578,0,0.54
37579,0,0.6
37579,0,0.43
37580,0,0.45
37580,0,0.46
37581,0,0.62
37582,0,1.0
37582,0,0.43
37583,0,0.58
37584,0,0.46
37584,0,0.42
37585,0,0.57
37585,0,0.49
37586,0,0.3
37587,0,0.52
37587,0,0.44
37588,0,0.98
37588,0,0.6
37589,0,0.41
37590,0,0.99
37590,0,1.0
37591,0,0.34
37591,0,0.79
37592,0,0.27
37593,0,0.49
37593,0,0.32
37594,0,0.34
37594,0,0.5
37595,0,0.57
37596,0,1.0
37596,0,0.99
37597,0,0.47
37597,0,0.58
37598,0,0.41
37599,0,1.0
37599,0,0.56
37600,0,0.59
37600,0,0.55
37601,0,0.38
37602,0,0.55
37602,0,1.0
37603,0,0.98
37603,0,0.97
37604,0,0.49
37605,0,0.57
37605,0,0.99
37606,0,0.43
37606,0,0.41
37607,0,0.52
37608,0,0.99
37608,0,0.76
37609,0,0.34
37609,0,0.71
37610,0,0.99
37611,0,0.45
37611,0,0.48
37612,0,0.39
37612,0,0.41
37613,0,0.33
37614,0,0.31
37614,0,1.0
37615,0,0.51
37615,0,0.58
37616,0,0.98
37617,0,0.3
37617,0,0.29
37618,0,0.48
37618,0,0.31
37619,0,0.38
37620,0,1.0
37620,0,0.9
37621,0,1.0
37621,0,0.44
37622,0,0.99
37623,0,0.2
37623,0,0.45
37624,0,0.38
37624,0,0.66
37625,0,0.61
37626,0,0.23
37626,0,0.46
37627,0,0.91
37627,0,0.99
37628,0,0.37
37629,0,0.85
37629,0,0.63
37630,0,1.0
37630,0,0.99
37631,0,0.99
37632,0,0.45
37632,0,0.5
37633,0,0.52
37633,0,0.41
37634,0,1.0
37635,0,0.43
37635,0,0.52
37636,0,0.41
37636,0,0.51
37637,0,0.99
37638,0,0.47
37638,0,0.49
37639,0,0.44
37639,0,1.0
37640,0,0.45
37641,0,0.44
37641,0,1.0
37642,0,0.95
37642,0,0.41
37643,0,0.35
37644,0,0.35
37644,0,0.45
37645,0,0.51
37645,0,0.3
37646,0,0.45
37647,0,1.0
37647,0,0.52
37648,0,0.39
37648,0,0.55
37649,0,0.46
37650,0,0.62
37650,0,0.37
37651,0,0.35
37651,0,0.43
37652,0,1.0
37653,0,0.99
37653,0,0.52
37654,0,0.58
37654,0,0.6
37655,0,0.68
37656,0,0.48
37656,0,0.4
37657,0,0.42
37657,0,0.22
37658,0,0.42
37659,0,1.0
37659,0,0.88
37660,0,0.46
37660,0,0.99
37661,0,1.0
37662,0,0.46
37662,0,0.56
37663,0,0.59
37664,0,0.43
37664,0,0.37
37665,0,0.55
37665,0,0.38
37666,0,0.49
37667,0,1.0
37667,0,0.88
37668,0,0.52
37668,0,0.98
37669,0,0.49
37670,0,1.0
37670,0,0.59
37671,0,0.99
37671,0,0.48
37672,0,1.0
37673,0,0.46
37673,0,0.45
37674,0,0.68
37674,0,0.74
37675,0,0.49
37676,0,0.95
37676,0,1.0
37677,0,1.0
37677,0,1.0
37678,0,0.97
37679,0,0.45
37679,0,0.24
37680,0,0.37
37680,0,0.18
37681,0,0.34
37682,0,0.98
37682,0,1.0
37683,0,1.0
37683,0,0.38
37684,0,0.39
37685,0,0.65
37685,0,1.0
37686,0,0.69
37686,0,0.25
37687,0,0.46
37688,0,0.49
37688,0,0.65
37689,0,0.44
37689,0,0.41
37690,0,0.48
37691,0,0.41
37691,0,0.4
37692,0,1.0
37692,0,0.46
37693,0,0.99
37694,0,0.39
37694,0,0.45
37695,0,0.33
37695,0,0.53
37696,0,0.37
37697,0,0.98
37697,0,0.27
37698,0,0.5
37698,0,0.97
37699,0,0.47
37700,0,0.99
37700,0,0.49
37701,0,1.0
37701,0,0.24
37702,0,0.37
37703,0,1.0
37703,0,0.53
37704,0,1.0
37704,0,0.46
37705,0,0.79
37706,0,0.99
37706,0,0.6
37707,0,1.0
37707,0,0.63
37708,0,0.46
37709,0,0.71
37709,0,0.44
37710,0,0.95
37710,0,0.96
37711,0,0.61
37712,0,1.0
37712,0,0.52
37713,0,0.35
37713,0,0.99
37714,0,0.34
37715,0,0.38
37715,0,0.49
37716,0,1.0
37716,0,1.0
37717,0,1.0
37718,0,0.38
37718,0,0.9
37719,0,0.46
37719,0,0.71
37720,0,0.29
37721,0,1.0
37721,0,0.53
37722,0,0.39
37722,0,0.43
37723,0,0.55
37724,0,0.6
37724,0,0.5
37725,0,0.97
37725,0,0.49
37726,0,1.0
37727,0,0.33
37727,0,0.57
37728,0,0.39
37728,0,0.41
37729,0,1.0
37730,0,1.0
37730,0,0.89
37731,0,0.46
37731,0,0.42
37732,0,0.99
37733,0,0.45
37733,0,0.53
37734,0,0.6
37734,0,0.47
37735,0,1.0
37736,0,0.97
37736,0,1.0
37737,0,0.37
37737,0,0.35
37738,0,0.37
37739,0,0.34
37739,0,0.61
37740,0,0.98
37740,0,0.58
37741,0,0.4
37742,0,0.43
37742,0,1.0
37743,0,0.39
37744,0,0.57
37744,0,0.49
37745,0,0.99
37745,0,0.35
37746,0,1.0
37747,0,1.0
37747,0,0.53
37748,0,0.55
37748,0,0.38
37749,0,0.45
37750,0,0.47
37750,0,0.47
37751,0,0.52
37751,0,1.0
37752,0,0.53
37753,0,0.42
37753,0,0.53
37754,0,0.34
37754,0,0.99
37755,0,0.22
37756,0,0.3
37756,0,0.27
37757,0,0.99
37757,0,1.0
37758,0,0.56
37759,0,0.49
37759,0,0.44
37760,0,0.98
37760,0,0.25
37761,0,1.0
37762,0,0.51
37762,0,0.45
37763,0,0.59
37763,0,0.6
37764,0,0.24
37765,0,0.41
37765,0,0.89
37766,0,1.0
37766,0,0.39
37767,0,0.99
37768,0,0.37
37768,0,1.0
37769,0,0.99
37769,0,0.53
37770,0,0.98
37771,0,0.44
37771,0,0.36
37772,0,0.64
37772,0,1.0
37773,0,0.98
37774,0,0.5
37774,0,0.48
37775,0,0.46
37775,0,0.65
37776,0,0.35
37777,0,0.39
37777,0,0.32
37778,0,0.31
37778,0,0.54
37779,0,0.54
37780,0,0.52
37780,0,1.0
37781,0,1.0
37781,0,0.36
37782,0,0.18
37783,0,0.5
37783,0,0.3
37784,0,0.99
37784,0,0.46
37785,0,0.37
37786,0,0.59
37786,0,1.0
37787,0,0.42
37787,0,0.47
37788,0,1.0
37789,0,0.65
37789,0,0.91
37790,0,0.59
37790,0,0.33
37791,0,0.4
37792,0,1.0
37792,0,0.89
37793,0,1.0
37793,0,0.45
37794,0,0.25
37795,0,0.47
37795,0,0.5
37796,0,0.2
37796,0,0.47
37797,0,0.99
37798,0,1.0
37798,0,0.56
37799,0,0.46
37799,0,0.63
37800,0,0.34
37801,0,0.98
37801,0,0.25
37802,0,0.48
37802,0,0.28
37803,0,0.99
37804,0,0.69
37804,0,0.83
37805,0,0.97
37805,0,0.99
37806,0,0.43
37807,0,0.36
37807,0,0.42
37808,0,1.0
37808,0,0.4
37809,0,0.48
37810,0,0.98
37810,0,0.55
37811,0,0.38
37811,0,0.35
37812,0,1.0
37813,0,1.0
37813,0,0.5
37814,0,0.99
37814,0,0.47
37815,0,0.47
37816,0,0.42
37816,0,0.37
37817,0,0.66
37817,0,0.4
37818,0,0.41
37819,0,0.88
37819,0,1.0
37820,0,0.44
37820,0,0.99
37821,0,0.47
37822,0,0.43
37822,0,0.5
37823,0,0.5
37824,0,0.3
37824,0,0.48
37825,0,0.33
37825,0,0.28
37826,0,0.99
37827,0,1.0
37827,0,0.57
37828,0,0.45
37828,0,0.37
37829,0,0.84
37830,0,0.4
37830,0,0.43
37831,0,0.51
37831,0,0.4
37832,0,0.48
37833,0,0.34
37833,0,1.0
37834,0,0.52
37834,0,0.52
37835,0,0.52
37836,0,0.34
37836,0,0.7
37837,0,0.35
37837,0,1.0
37838,0,0.5
37839,0,1.0
37839,0,0.99
37840,0,0.44
37840,0,0.41
37841,0,0.69
37842,0,0.49
37842,0,1.0
37843,0,0.37
37843,0,0.83
37844,0,0.64
37845,0,0.46
37845,0,0.98
37846,0,0.48
37846,0,0.55
37847,0,0.64
37848,0,1.0
37848,0,1.0
37849,0,0.42
37849,0,0.98
37850,0,0.66
37851,0,0.43
37851,0,0.98
37852,0,0.58
37852,0,0.12
37853,0,0.26
37854,0,0.28
37854,0,1.0
37855,0,0.52
37855,0,0.42
37856,0,0.44
37857,0,0.58
37857,0,0.58
37858,0,0.42
37858,0,0.44
37859,0,0.4
37860,0,0.51
37860,0,0.64
37861,0,0.47
37861,0,0.51
37862,0,0.38
37863,0,0.41
37863,0,0.36
37864,0,0.99
37864,0,0.82
37865,0,0.4
37866,0,0.4
37866,0,0.99
37867,0,0.45
37867,0,0.31
37868,0,0.59
37869,0,0.7
37869,0,0.64
37870,0,0.99
37870,0,1.0
37871,0,0.36
37872,0,0.64
37872,0,0.41
37873,0,0.48
37873,0,0.46
37874,0,1.0
37875,0,0.44
37875,0,1.0
37876,0,0.57
37876,0,1.0
37877,0,0.58
37878,0,0.47
37878,0,0.45
37879,0,1.0
37879,0,0.37
37880,0,0.36
37881,0,0.39
37881,0,1.0
37882,0,0.42
37882,0,0.34
37883,0,0.9
37884,0,0.51
37884,0,0.32
37885,0,0.43
37885,0,0.54
37886,0,0.47
37887,0,0.44
37887,0,0.36
37888,0,0.33
37888,0,0.83
37889,0,0.4
37890,0,0.52
37890,0,0.99
37891,0,0.91
37891,0,0.53
37892,0,0.46
37893,0,0.54
37893,0,0.61
37894,0,0.98
37894,0,0.92
37895,0,0.64
37896,0,0.56
37896,0,0.47
37897,0,0.64
37897,0,1.0
37898,0,0.99
37899,0,0.35
37899,0,0.45
37900,0,0.45
37900,0,0.64
37901,0,0.39
37902,0,0.5
37902,0,0.54
37903,0,0.47
37903,0,1.0
37904,0,0.4
37905,0,0.45
37905,0,0.68
37906,0,0.45
37907,0,0.98
37907,0,0.55
37908,0,0.47
37908,0,0.49
37909,0,1.0
37910,0,1.0
37910,0,0.28
37911,0,0.57
37911,0,1.0
37912,0,0.46
37913,0,0.43
37913,0,0.39
37914,0,0.38
37914,0,0.38
37915,0,0.32
37916,0,0.27
37916,0,0.35
37917,0,0.46
37917,0,0.46
37918,0,0.35
37919,0,0.74
37919,0,0.96
37920,0,0.42
37920,0,1.0
37921,0,1.0
37922,0,0.36
37922,0,0.57
37923,0,0.97
37923,0,0.63
37924,0,0.37
37925,0,0.45
37925,0,0.52
37926,0,0.46
37926,0,0.51
37927,0,1.0
37928,0,0.46
37928,0,0.41
37929,0,1.0
37929,0,0.47
37930,0,0.99
37931,0,0.5
37931,0,0.91
37932,0,0.31
37932,0,0.45
37933,0,0.52
37934,0,0.23
37934,0,0.42
37935,0,0.44
37935,0,0.99
37936,0,0.98
37937,0,0.56
37937,0,0.98
37938,0,0.98
37938,0,0.31
37939,0,0.45
37940,0,0.44
37940,0,0.4
37941,0,0.43
37941,0,0.98
37942,0,0.55
37943,0,0.48
37943,0,0.99
37944,0,0.57
37944,0,0.61
37945,0,0.32
37946,0,0.68
37946,0,0.32
37947,0,0.49
37947,0,0.45
37948,0,0.47
37949,0,0.28
37949,0,1.0
37950,0,0.62
37950,0,0.45
37951,0,0.62
37952,0,1.0
37952,0,0.7
37953,0,1.0
37953,0,0.5
37954,0,0.13
37955,0,1.0
37955,0,0.33
37956,0,0.57
37956,0,0.52
37957,0,1.0
37958,0,0.53
37958,0,0.32
37959,0,1.0
37959,0,1.0
37960,0,1.0
37961,0,0.34
37961,0,1.0
37962,0,0.55
37962,0,0.84
37963,0,0.27
37964,0,1.0
37964,0,0.48
37965,0,0.61
37965,0,0.31
37966,0,0.29
37967,0,0.99
37967,0,0.5
37968,0,1.0
37968,0,0.35
37969,0,0.39
37970,0,0.4
37970,0,0.37
37971,0,0.49
37971,0,0.68
37972,0,0.64
37973,0,0.36
37973,0,1.0
37974,0,0.38
37974,0,0.53
37975,0,0.96
37976,0,1.0
37976,0,0.46
37977,0,0.99
37977,0,0.61
37978,0,0.26
37979,0,0.49
37979,0,0.61
37980,0,1.0
37980,0,0.97
37981,0,1.0
37982,0,0.34
37982,0,1.0
37983,0,0.31
37983,0,0.26
37984,0,0.37
37985,0,0.49
37985,0,0.99
37986,0,0.48
37987,0,1.0
37987,0,1.0
37988,0,0.39
37988,0,0.91
37989,0,1.0
37990,0,0.31
37990,0,0.35
37991,0,0.62
37991,0,0.29
37992,0,0.62
37993,0,0.49
37993,0,0.26
37994,0,0.32
37994,0,0.44
37995,0,0.5
37996,0,0.43
37996,0,0.57
37997,0,0.61
37997,0,0.99
37998,0,0.36
37999,0,1.0
37999,0,0.39
38000,0,0.35
38000,0,0.25
38001,0,0.82
38002,0,0.45
38002,0,0.46
38003,0,0.51
38003,0,0.98
38004,0,0.5
38005,0,0.27
38005,0,0.42
38006,0,0.52
38006,0,0.3
38007,0,0.4
38008,0,0.44
38008,0,1.0
38009,0,0.35
38009,0,0.3
38010,0,1.0
38011,0,1.0
38011,0,0.37
38012,0,0.98
38012,0,0.45
38013,0,0.5
38014,0,0.61
38014,0,0.57
38015,0,0.59
38015,0,0.57
38016,0,0.5
38017,0,0.99
38017,0,0.39
38017,0,0.32
