custid,gender
2127,0.31
2128,0.55
2129,0.4
2130,0.5
2131,0.39
2132,0.45
2133,0.19
2134,0.37
2135,0.25
2136,0.55
2137,0.19
2138,0.56
2139,0.27
2140,0.5
2141,0.47
2142,0.33
2143,0.22
2144,0.7
2145,0.46
2146,0.51
2147,0.61
2148,0.32
2149,0.48
2150,0.23
2151,0.42
2152,0.35
2153,0.45
2154,0.32
2155,0.45
2156,0.62
2157,0.6
2158,0.33
2159,0.69
2160,0.28
2161,0.29
2162,0.28
2163,0.33
2164,0.63
2165,0.27
2166,0.46
2167,0.44
2168,0.52
2169,0.2
2170,0.13
2171,0.48
2172,0.44
2173,0.22
2174,0.39
2175,0.29
2176,0.2
2177,0.42
2178,0.7
2179,0.5
2180,0.27
2181,0.24
2182,0.17
2183,0.21
2184,0.36
2185,0.43
2186,0.37
2187,0.77
2188,0.56
2189,0.33
2190,0.56
2191,0.48
2192,0.73
2193,0.44
2194,0.22
2195,0.58
2196,0.48
2197,0.2
2198,0.44
2199,0.23
2200,0.47
2201,0.11
2202,0.33
2203,0.41
2204,0.06
2205,0.53
2206,0.64
2207,0.25
2208,0.56
2209,0.61
2210,0.69
2211,0.49
2212,0.15
2213,0.33
2214,0.62
2215,0.42
2216,0.27
2217,0.18
2218,0.4
2219,0.57
2220,0.15
2221,0.46
2222,0.21
2223,0.29
2224,0.3
2225,0.3
2226,0.14
2227,0.16
2228,0.29
2229,0.41
2230,0.32
2231,0.28
2232,0.53
2233,0.39
2234,0.55
2235,0.42
2236,0.35
2237,0.71
2238,0.45
2239,0.36
2240,0.26
2241,0.23
2242,0.36
2243,0.44
2244,0.33
2245,0.38
2246,0.28
2247,0.21
2248,0.57
2249,0.29
2250,0.47
2251,0.56
2252,0.59
2253,0.24
2254,0.385
2255,0.24
2256,0.29
2257,0.39
2258,0.28
2259,0.56
2260,0.52
2261,0.24
2262,0.44
2263,0.23
2264,0.33
2265,0.29
2266,0.2
2267,0.28
2268,0.59
2269,0.65
2270,0.59
2271,0.48
2272,0.4
2273,0.23
2274,0.5
2275,0.49
2276,0.47
2277,0.54
2278,0.51
2279,0.55
2280,0.39
2281,0.45
2282,0.62
2283,0.24
2284,0.39
2285,0.28
2286,0.43
2287,0.51
2288,0.54
2289,0.25
2290,0.3
2291,0.2
2292,0.42
2293,0.56
2294,0.34
2295,0.46
2296,0.14
2297,0.5
2298,0.56
2299,0.55
2300,0.19
2301,0.24
2302,0.51
2303,0.15
2304,0.64
2305,0.5004166666666666
2306,0.24
2307,0.47
2308,0.21
2309,0.33
2310,0.39
2311,0.17
2312,0.45
2313,0.4
2314,0.42
2315,0.52
2316,0.29
2317,0.71
2318,0.54
2319,0.7275
2320,0.56
2321,0.31
2322,0.93
2323,0.28
2324,0.41
2325,0.33
2326,0.16
2327,0.61
2328,0.36
2329,0.2
2330,0.56
2331,0.66
2332,0.23
2333,0.31
2334,0.35
2335,0.28
2336,0.79
2337,0.52
2338,0.52
2339,0.32
2340,0.61
2341,0.67
2342,0.53
2343,0.5
2344,0.26
2345,0.65
2346,0.28
2347,0.66
2348,0.67
2349,0.05
2350,0.3
2351,0.26
2352,0.29
2353,0.33
2354,0.49
2355,0.58
2356,0.36
2357,0.16
2358,0.16
2359,0.46
2360,0.35
2361,0.07
2362,0.26
2363,0.13
2364,0.53
2365,0.38
2366,0.61
2367,0.12
2368,0.47
2369,0.55
2370,0.5
2371,0.45
2372,0.32
2373,0.28
2374,0.16
2375,0.28
2376,0.39
2377,0.58
2378,0.41
2379,0.41
2380,0.64
2381,0.46
2382,0.29
2383,0.45
2384,0.17
2385,0.38
2386,0.35
2387,0.67
2388,0.47
2389,0.89
2390,0.38
2391,0.53
2392,0.45
2393,0.36
2394,0.35
2395,0.51
2396,0.43
2397,0.54
2398,0.13
2399,0.32
2400,0.19
2401,0.24
2402,0.37
2403,0.37
2404,0.38
2405,0.69
2406,0.49
2407,0.57
2408,0.49
2409,0.21
2410,0.3
2411,0.34
2412,0.2
2413,0.44
2414,0.23
2415,0.29
2416,0.37
2417,0.43
2418,0.81
2419,0.42
2420,0.23
2421,0.3
2422,0.46
2423,0.55
2424,0.47
2425,0.1
2426,0.38
2427,0.19
2428,0.17
2429,0.23
2430,0.59
2431,0.25
2432,0.41
2433,0.03
2434,0.36
2435,0.27
2436,0.19
2437,0.57
2438,0.35
2439,0.5
2440,0.52
2441,0.33
2442,0.22
2443,0.5
2444,0.17
2445,0.32
2446,0.32
2447,0.08
2448,0.36
2449,0.31
2450,0.45
2451,0.59
2452,0.27
2453,0.22
2454,0.18
2455,0.52
2456,0.39
2457,0.17
2458,0.28
2459,0.26
2460,0.57
2461,0.26
2462,0.31
2463,0.36
2464,0.7
2465,0.3
2466,0.78
2467,0.71
2468,0.5
2469,0.43
2470,0.29
2471,0.63
2472,0.18
2473,0.53
2474,0.7
2475,0.84
2476,0.39
2477,0.7
2478,0.51
2479,0.55
2480,0.43
2481,0.46
