ID,predict,preding
51735,0.0,0.6
51939,0.0,0.11
52377,0.0,0.36
54240,0.0,0.23
50976,0.0,0.1
52617,0.0,0.31
52248,0.0,0.1
52305,0.0,0.29
50228,0.0,0.2
53517,0.0,0.37
50524,0.0,0.31
51542,0.0,0.15
51077,0.0,0.08
52860,0.0,0.11
51386,0.0,0.08
51206,0.0,0.87
52856,0.0,0.07
53838,0.0,0.36
53334,0.0,0.52
51113,0.0,0.23
52707,0.0,0.18
53802,0.0,0.37
52347,0.0,0.11
53576,0.0,0.17
53115,0.0,0.62
50093,0.0,0.56
54073,0.0,0.92
52739,0.0,0.28
51605,0.0,0.18
51808,0.0,0.15
50551,0.0,0.24
51995,0.0,0.13
53052,0.0,0.14
51304,0.0,0.15
50163,0.0,0.2
50557,0.0,0.65
52695,0.0,0.54
52797,0.0,0.06
53947,0.0,0.92
51040,0.0,0.22
52166,0.0,0.13
53325,0.0,0.54
50938,0.0,0.08
52557,0.0,0.22
54237,0.0,0.09
53398,0.0,0.88
53666,0.0,0.12
51334,0.0,0.52
53207,0.0,0.46
54170,0.0,0.22
51364,0.0,0.76
50309,0.0,0.17
52138,0.0,0.28
51311,0.0,0.03
50063,0.0,0.47
53509,0.0,0.15
53467,0.0,0.6
52364,0.0,0.27
54147,0.0,0.24
51151,0.0,0.05
53662,0.0,0.12
50349,0.0,0.29
51949,0.0,0.35
51821,0.0,0.36
53693,0.0,0.28
51737,0.0,0.62
50664,0.0,0.43
53182,0.0,0.15
53405,0.0,0.06
51254,0.0,0.43
52535,0.0,0.12
51371,0.0,0.4
53365,0.0,0.15
50038,0.0,0.1
53491,0.0,0.23
52132,0.0,0.33
53536,0.0,0.57
53956,0.0,0.71
54260,0.0,0.39
51815,0.0,0.2
52070,0.0,0.09
50210,0.0,0.22
52647,0.0,0.38
50511,0.0,0.79
54192,0.0,0.51
52794,0.0,0.39
52649,0.0,0.04
51778,0.0,0.26
52939,0.0,0.05
53836,0.0,0.52
53381,0.0,0.2
50683,0.0,0.1
53392,0.0,0.34
51980,0.0,0.87
52033,0.0,0.08
53551,0.0,0.11
53687,0.0,0.62
50674,0.0,0.38
50835,0.0,0.07
53283,0.0,0.58
50388,0.0,0.15
50465,0.0,0.2
50618,0.0,0.19
50812,0.0,0.07
53593,0.0,0.11
50722,0.0,0.18
51187,0.0,0.11
51510,0.0,0.37
52436,0.0,0.44
53826,0.0,0.21
52039,0.0,0.23
51393,0.0,0.2
52690,0.0,0.27
52160,0.0,0.1
50176,0.0,0.15
52848,0.0,0.25
50540,0.0,0.68
51844,0.0,0.03
53009,0.0,0.22
51519,0.0,0.05
52805,0.0,0.36
53415,0.0,0.85
54269,0.0,0.21
53674,0.0,0.23
51897,0.0,0.3
54043,0.0,0.71
52237,0.0,0.16
52326,0.0,0.08
53906,0.0,0.27
51719,0.0,0.53
51329,0.0,0.16
52446,0.0,0.18
51675,0.0,0.09
53591,0.0,0.11
52934,0.0,0.92
52521,0.0,0.01
52459,0.0,0.15
51862,0.0,0.52
51162,0.0,0.37
52515,0.0,0.26
51566,0.0,0.65
50460,0.0,0.6
52227,0.0,0.11
53462,0.0,0.83
51682,0.0,0.13
50416,0.0,0.33
51670,0.0,0.07
51301,0.0,0.1
52719,0.0,0.19
52274,0.0,0.1
52742,0.0,0.09
52897,0.0,0.58
53954,0.0,0.32
53112,0.0,0.16
53505,0.0,0.3
50042,0.0,0.17
53912,0.0,0.71
53539,0.0,0.23
51385,0.0,0.11
53361,0.0,0.62
53155,0.0,0.37
51833,0.0,0.38
51861,0.0,0.25
51211,0.0,0.41
50949,0.0,0.29
53743,0.0,0.19
50267,0.0,0.09
52280,0.0,0.05
50113,0.0,0.19
52838,0.0,0.06
54273,0.0,0.69
51872,0.0,0.21
50864,0.0,0.18
51766,0.0,0.4
50334,0.0,0.72
50807,0.0,0.2
52949,0.0,0.53
52613,0.0,0.84
54100,0.0,0.28
54071,0.0,0.02
52814,0.0,0.51
52633,0.0,0.04
50428,0.0,0.23
52245,0.0,0.16
52418,0.0,0.15
54199,0.0,0.89
50513,0.0,0.11
51626,0.0,0.27
50605,0.0,0.45
52193,0.0,0.2
52075,0.0,0.36
51903,0.0,0.09
53237,0.0,0.14
52186,0.0,0.05
52668,0.0,0.26
50841,0.0,0.27
51412,0.0,0.06
51811,0.0,0.22
51573,0.0,0.07
52653,0.0,0.61
53759,0.0,0.35
53262,0.0,0.18
50606,0.0,0.15
53609,0.0,0.26
52373,0.0,0.02
53222,0.0,0.07
53340,0.0,0.28
51692,0.0,0.29
52382,0.0,0.24
53181,0.0,0.19
53725,0.0,0.23
51010,0.0,0.11
52968,0.0,0.17
51138,0.0,0.21
52150,0.0,0.08
51317,0.0,0.25
53819,0.0,0.29
51104,0.0,0.69
50673,0.0,0.19
50002,0.0,0.31
51391,0.0,0.28
50297,0.0,0.21
52774,0.0,0.34
52063,0.0,0.22
50974,0.0,0.08
52309,0.0,0.01
53304,0.0,0.12
50515,0.0,0.44
52115,0.0,0.67
53880,0.0,0.36
52961,0.0,0.55
52488,0.0,0.53
53389,0.0,0.09
52563,0.0,0.82
54285,0.0,0.37
50144,0.0,0.05
51215,0.0,0.05
50250,0.0,0.18
51446,0.0,0.16
53349,0.0,0.13
51042,0.0,0.35
53390,0.0,0.04
50996,0.0,0.12
52928,0.0,0.23
50247,0.0,0.08
51964,0.0,0.68
51974,0.0,0.65
51795,0.0,0.19
50923,0.0,0.88
54104,0.0,0.15
52140,0.0,0.19
51017,0.0,0.94
50707,0.0,0.68
53230,0.0,0.27
54106,0.0,0.33
53192,0.0,0.51
52622,0.0,0.93
51149,0.0,0.31
52038,0.0,0.15
54105,0.0,0.29
50073,0.0,0.35
52149,0.0,0.13
52491,0.0,0.53
51239,0.0,0.42
50832,0.0,0.22
50092,0.0,0.2
54136,0.0,0.19
51905,0.0,0.52
50384,0.0,0.25
52040,0.0,0.16
50786,0.0,0.68
52216,0.0,0.17
53620,0.0,0.12
51380,0.0,0.39
51349,0.0,0.55
50898,0.0,0.87
51623,0.0,0.69
50764,0.0,0.12
50453,0.0,0.14
52315,0.0,0.9
50127,0.0,0.28
51695,0.0,0.03
54048,0.0,0.59
53176,0.0,0.06
50959,0.0,0.49
51672,0.0,0.16
51909,0.0,0.79
53572,0.0,0.38
52999,0.0,0.14
50713,0.0,0.3
53978,0.0,0.14
51747,0.0,0.71
52872,0.0,0.93
52556,0.0,0.41
52135,0.0,0.14
50860,0.0,0.11
53453,0.0,0.17
52395,0.0,0.02
54235,0.0,0.91
53253,0.0,0.13
52394,0.0,0.4
53848,0.0,0.32
52379,0.0,0.09
53236,0.0,0.47
50308,0.0,0.01
53285,0.0,0.29
50917,0.0,0.19
50482,0.0,0.48
53825,0.0,0.23
53015,0.0,0.65
51084,0.0,0.08
51286,0.0,0.07
52422,0.0,0.02
50088,0.0,0.11
53435,0.0,0.2
51220,0.0,0.06
52508,0.0,0.76
54140,0.0,0.11
51988,0.0,0.46
53219,0.0,0.57
50239,0.0,0.47
50554,0.0,0.22
52908,0.0,0.7
50597,0.0,0.4
53375,0.0,0.32
53452,0.0,0.43
51328,0.0,0.31
53232,0.0,0.5
51332,0.0,0.9
50642,0.0,0.14
52453,0.0,0.18
51072,0.0,0.22
51958,0.0,0.15
51205,0.0,0.41
52542,0.0,0.38
51618,0.0,0.69
53746,0.0,0.44
54182,0.0,0.1
50477,0.0,0.09
52069,0.0,0.21
51460,0.0,0.22
50044,0.0,0.7
53021,0.0,0.56
50191,0.0,0.67
53198,0.0,0.73
51485,0.0,0.12
51869,0.0,0.12
51857,0.0,0.22
53332,0.0,0.34
52380,0.0,0.54
54178,0.0,0.22
53245,0.0,0.08
53444,0.0,0.96
53664,0.0,0.44
51853,0.0,0.12
53615,0.0,0.21
52787,0.0,0.26
53658,0.0,0.18
50993,0.0,0.21
50989,0.0,0.26
51507,0.0,0.04
52118,0.0,0.17
53791,0.0,0.11
53379,0.0,0.16
53683,0.0,0.24
52434,0.0,0.94
52060,0.0,0.33
50918,0.0,0.13
51585,0.0,0.23
54288,0.0,0.09
52335,0.0,0.26
50435,0.0,0.8
51662,0.0,0.18
53599,0.0,0.45
52673,0.0,0.08
53445,0.0,0.05
52495,0.0,0.08
52533,0.0,0.02
50096,0.0,0.26
52290,0.0,0.26
52164,0.0,0.25
53142,0.0,0.43
50160,0.0,0.09
51617,0.0,0.87
52537,0.0,0.07
52381,0.0,0.49
53062,0.0,0.19
50022,0.0,0.28
51462,0.0,0.24
54060,0.0,0.62
54253,0.0,0.27
52145,0.0,0.37
52520,0.0,0.6
50248,0.0,0.63
52620,0.0,0.42
52547,0.0,0.14
52236,0.0,0.1
53809,0.0,0.28
53322,0.0,0.75
52121,0.0,0.26
50132,0.0,0.06
51991,0.0,0.28
53193,0.0,0.15
51150,0.0,0.2
50271,0.0,0.29
51194,0.0,0.23
51823,0.0,0.34
50249,0.0,0.07
52146,0.0,0.59
51996,0.0,0.09
52727,0.0,0.57
52144,0.0,0.52
51537,0.0,0.29
51129,0.0,0.66
54289,0.0,0.39
50710,0.0,0.59
52970,0.0,0.66
53748,0.0,0.26
50834,0.0,0.03
52342,0.0,0.38
51638,0.0,0.25
53190,0.0,0.48
53209,0.0,0.75
53931,0.0,0.31
50608,0.0,0.19
53143,0.0,0.12
54163,0.0,0.14
50379,0.0,0.04
51433,0.0,0.1
52505,0.0,0.32
50504,0.0,0.18
52530,0.0,0.35
51310,0.0,0.25
51026,0.0,0.45
53673,0.0,0.08
50941,0.0,0.46
52155,0.0,0.78
52035,0.0,0.43
50293,0.0,0.9
51022,0.0,0.08
53496,0.0,0.31
50265,0.0,0.1
51816,0.0,0.08
50953,0.0,0.14
53852,0.0,0.21
52385,0.0,0.16
52991,0.0,0.25
54025,0.0,0.48
51790,0.0,0.3
50678,0.0,0.07
53614,0.0,0.35
53471,0.0,0.07
50274,0.0,0.44
52466,0.0,0.11
52104,0.0,0.11
51470,0.0,0.14
54152,0.0,0.19
50886,0.0,0.05
50232,0.0,0.15
50613,0.0,0.24
51256,0.0,0.13
52597,0.0,0.81
50873,0.0,0.6
53816,0.0,0.74
53148,0.0,0.21
53194,0.0,0.18
54014,0.0,0.72
51845,0.0,0.03
51867,0.0,0.02
52976,0.0,0.3
50880,0.0,0.15
52084,0.0,0.12
53252,0.0,0.1
51609,0.0,0.05
50647,0.0,0.93
54264,0.0,0.59
51822,0.0,0.25
53240,0.0,0.16
53312,0.0,0.15
52636,0.0,0.42
50036,0.0,0.15
52323,0.0,0.72
51762,0.0,0.12
52827,0.0,0.31
52920,0.0,0.23
52578,0.0,0.22
50201,0.0,0.07
53292,0.0,0.31
50030,0.0,0.12
51590,0.0,0.69
51560,0.0,0.06
50822,0.0,0.2
50937,0.0,0.9
50903,0.0,0.17
51459,0.0,0.82
51475,0.0,0.66
52087,0.0,0.55
51612,0.0,0.19
53371,0.0,0.17
51564,0.0,0.08
53965,0.0,0.04
52187,0.0,0.7
51599,0.0,0.79
52736,0.0,0.1
51839,0.0,0.61
53330,0.0,0.54
51388,0.0,0.23
53041,0.0,0.59
51240,0.0,0.15
52023,0.0,0.65
51850,0.0,0.6
52198,0.0,0.82
53715,0.0,0.12
53376,0.0,0.55
51324,0.0,0.5
53050,0.0,0.45
52948,0.0,0.06
53011,0.0,0.26
53027,0.0,0.09
52798,0.0,0.08
52600,0.0,0.69
50627,0.0,0.5
50530,0.0,0.19
53869,0.0,0.34
52985,0.0,0.17
50373,0.0,0.3
50844,0.0,0.76
52030,0.0,0.71
54203,0.0,0.02
50226,0.0,0.02
50193,0.0,0.57
53302,0.0,0.65
51011,0.0,0.19
53497,0.0,0.16
51834,0.0,0.14
51517,0.0,0.81
51248,0.0,0.1
53980,0.0,0.86
54175,0.0,0.23
51690,0.0,0.33
53364,0.0,0.31
51028,0.0,0.54
51237,0.0,0.14
52567,0.0,0.13
52817,0.0,0.03
54021,0.0,0.08
53083,0.0,0.16
51549,0.0,0.27
50914,0.0,0.3
52758,0.0,0.81
50184,0.0,0.48
50727,0.0,0.82
53217,0.0,0.75
51108,0.0,0.08
51001,0.0,0.01
53238,0.0,0.16
53685,0.0,0.15
50229,0.0,0.1
50166,0.0,0.41
50689,0.0,0.09
51271,0.0,0.06
51976,0.0,0.07
51780,0.0,0.91
53961,0.0,0.14
51110,0.0,0.2
51782,0.0,0.19
52403,0.0,0.29
51838,0.0,0.2
53110,0.0,0.07
52835,0.0,0.14
52963,0.0,0.23
51383,0.0,0.15
52433,0.0,0.09
53275,0.0,0.24
51545,0.0,0.15
52517,0.0,0.28
54224,0.0,0.09
51361,0.0,0.16
51562,0.0,0.14
51581,0.0,0.3
50188,0.0,0.18
50403,0.0,0.64
53800,0.0,0.11
52725,0.0,0.9
51160,0.0,0.16
51503,0.0,0.21
52562,0.0,0.51
51746,0.0,0.59
52497,0.0,0.54
50152,0.0,0.75
50815,0.0,0.12
52171,0.0,0.45
52081,0.0,0.09
50892,0.0,0.15
53757,0.0,0.75
51093,0.0,0.35
52384,0.0,0.29
52809,0.0,0.11
53055,0.0,0.6
50734,0.0,0.12
52657,0.0,0.25
52737,0.0,0.55
50926,0.0,0.16
51948,0.0,0.58
50842,0.0,0.08
50366,0.0,0.07
51532,0.0,0.04
52717,0.0,0.37
52269,0.0,0.77
50070,0.0,0.28
53616,0.0,0.17
53094,0.0,0.33
52025,0.0,0.51
51032,0.0,0.26
54161,0.0,0.46
53046,0.0,0.81
51882,0.0,0.08
50819,0.0,0.11
52321,0.0,0.34
50208,0.0,0.46
52484,0.0,0.51
50396,0.0,0.21
51902,0.0,0.07
50720,0.0,0.58
51512,0.0,0.59
51711,0.0,0.16
54112,0.0,0.05
52611,0.0,0.1
51374,0.0,0.07
51090,0.0,0.89
53012,0.0,0.07
50706,0.0,0.04
53423,0.0,0.39
54011,0.0,0.26
53874,0.0,0.07
53218,0.0,0.15
51534,0.0,0.86
51610,0.0,0.6
52819,0.0,0.12
52915,0.0,0.1
52442,0.0,0.09
50058,0.0,0.1
50287,0.0,0.08
50825,0.0,0.21
50221,0.0,0.04
52008,0.0,0.3
53650,0.0,0.09
52489,0.0,0.41
53372,0.0,0.78
52143,0.0,0.27
51715,0.0,0.04
52750,0.0,0.1
51885,0.0,0.04
53024,0.0,0.2
53189,0.0,0.59
53960,0.0,0.08
54213,0.0,0.27
52041,0.0,0.26
50355,0.0,0.65
54284,0.0,0.08
51228,0.0,0.41
51656,0.0,0.04
53968,0.0,0.39
53632,0.0,0.17
52703,0.0,0.75
51622,0.0,0.14
52677,0.0,0.12
51739,0.0,0.46
51134,0.0,0.28
52448,0.0,0.51
52273,0.0,0.28
52990,0.0,0.32
52502,0.0,0.21
50612,0.0,0.12
51587,0.0,0.32
53035,0.0,0.11
53073,0.0,0.37
51557,0.0,0.1
54065,0.0,0.98
53840,0.0,0.16
50490,0.0,0.1
51382,0.0,0.36
50667,0.0,0.29
52551,0.0,0.26
50066,0.0,0.3
51509,0.0,0.42
53459,0.0,0.18
50391,0.0,0.33
53469,0.0,0.17
51727,0.0,0.71
51363,0.0,0.25
53434,0.0,0.63
51852,0.0,0.19
50295,0.0,0.15
51535,0.0,0.08
53583,0.0,0.09
52958,0.0,0.16
51639,0.0,0.12
51500,0.0,0.42
53122,0.0,0.93
54083,0.0,0.16
50168,0.0,0.13
50616,0.0,0.16
53623,0.0,0.88
54165,0.0,0.32
50304,0.0,0.59
53768,0.0,0.45
53765,0.0,0.21
51944,0.0,0.18
50029,0.0,0.08
53483,0.0,0.56
53113,0.0,0.45
53004,0.0,0.19
51688,0.0,0.27
52831,0.0,0.09
54037,0.0,0.22
53426,0.0,0.03
50542,0.0,0.31
50203,0.0,0.0
53338,0.0,0.38
50671,0.0,0.4
52926,0.0,0.17
53025,0.0,0.93
52777,0.0,0.24
51757,0.0,0.08
52734,0.0,0.36
51689,0.0,0.08
51238,0.0,0.3
52585,0.0,0.24
50725,0.0,0.28
51333,0.0,0.13
50731,0.0,0.45
53589,0.0,0.14
50082,0.0,0.32
53475,0.0,0.01
51495,0.0,0.25
50472,0.0,0.82
53821,0.0,0.32
54207,0.0,0.18
53448,0.0,0.08
53756,0.0,0.07
52249,0.0,0.04
50364,0.0,0.9
53737,0.0,0.04
52255,0.0,0.02
52279,0.0,0.17
52759,0.0,0.17
53165,0.0,0.71
52548,0.0,0.51
50967,0.0,0.17
53114,0.0,0.22
53553,0.0,0.51
51423,0.0,0.74
54114,0.0,0.36
53924,0.0,0.9
51734,0.0,0.07
52549,0.0,0.29
53213,0.0,0.22
51536,0.0,0.08
51561,0.0,0.35
52972,0.0,0.94
54275,0.0,0.63
50500,0.0,0.12
53565,0.0,0.32
52741,0.0,0.03
53613,0.0,0.12
53701,0.0,0.08
53984,0.0,0.12
52372,0.0,0.32
50871,0.0,0.22
52676,0.0,0.83
53136,0.0,0.02
53790,0.0,0.09
50013,0.0,0.33
53979,0.0,0.32
52014,0.0,0.78
52733,0.0,0.28
53873,0.0,0.21
51521,0.0,0.93
51721,0.0,0.56
50025,0.0,0.13
52327,0.0,0.08
51342,0.0,0.09
52861,0.0,0.27
50936,0.0,0.13
53606,0.0,0.3
50928,0.0,0.25
53123,0.0,0.23
50998,0.0,0.99
51683,0.0,0.62
50190,0.0,0.14
50451,0.0,0.14
53832,0.0,0.42
53936,0.0,0.29
51558,0.0,0.08
52108,0.0,0.63
54251,0.0,0.12
50076,0.0,0.09
54280,0.0,0.05
51669,0.0,0.23
51030,0.0,0.02
50797,0.0,0.36
51724,0.0,0.27
54067,0.0,0.42
51586,0.0,0.39
52242,0.0,0.07
52175,0.0,0.18
51665,0.0,0.07
52253,0.0,0.23
52454,0.0,0.63
50897,0.0,0.41
51132,0.0,0.08
50774,0.0,0.26
51436,0.0,0.32
53360,0.0,0.27
50296,0.0,0.2
52032,0.0,0.56
53554,0.0,0.86
53859,0.0,0.31
50041,0.0,0.37
53986,0.0,0.27
54230,0.0,0.31
50631,0.0,0.15
50340,0.0,0.09
50146,0.0,0.31
52458,0.0,0.43
52316,0.0,0.41
52824,0.0,0.27
52148,0.0,0.44
53140,0.0,0.18
54031,0.0,0.05
54066,0.0,0.4
50206,0.0,0.06
51229,0.0,0.18
50899,0.0,0.53
51370,0.0,0.32
51152,0.0,0.18
51395,0.0,0.13
51487,0.0,0.47
53387,0.0,0.91
50911,0.0,0.38
53884,0.0,0.18
51131,0.0,0.94
54081,0.0,0.07
53133,0.0,0.02
52260,0.0,0.04
51611,0.0,0.1
52608,0.0,0.35
51827,0.0,0.24
50378,0.0,0.05
50272,0.0,0.6
51667,0.0,0.29
51319,0.0,0.53
52325,0.0,0.15
53242,0.0,0.32
54262,0.0,0.1
52702,0.0,0.12
54265,0.0,0.2
51096,0.0,0.14
50785,0.0,0.03
52663,0.0,0.83
52240,0.0,0.06
53424,0.0,0.28
51820,0.0,0.17
51309,0.0,0.37
53227,0.0,0.4
53039,0.0,0.73
50539,0.0,0.59
52199,0.0,0.1
52763,0.0,0.45
50494,0.0,0.17
51828,0.0,0.37
54080,0.0,0.59
53388,0.0,0.1
50433,0.0,0.28
51941,0.0,0.04
50294,0.0,0.11
50398,0.0,0.15
51934,0.0,0.15
52165,0.0,0.13
52127,0.0,0.34
53316,0.0,0.73
50157,0.0,0.04
50645,0.0,0.12
51210,0.0,0.69
54135,0.0,0.14
51731,0.0,0.23
54241,0.0,0.27
50924,0.0,0.14
52170,0.0,0.1
52053,0.0,0.01
51920,0.0,0.47
52726,0.0,0.02
50877,0.0,0.09
50741,0.0,0.08
51006,0.0,0.04
53974,0.0,0.74
50397,0.0,0.27
51068,0.0,0.4
52330,0.0,0.23
53665,0.0,0.09
50363,0.0,0.31
53298,0.0,0.2
51354,0.0,0.03
54028,0.0,0.82
53801,0.0,0.03
51320,0.0,0.35
54015,0.0,0.04
51578,0.0,0.19
50965,0.0,0.13
53713,0.0,0.48
51078,0.0,0.9
50254,0.0,0.67
53686,0.0,0.69
50550,0.0,0.09
50532,0.0,0.0
50333,0.0,0.17
52271,0.0,0.38
53044,0.0,0.81
51352,0.0,0.21
51264,0.0,0.4
53327,0.0,0.28
50922,0.0,0.07
53760,0.0,0.89
50402,0.0,0.17
51805,0.0,0.15
54016,0.0,0.08
53943,0.0,0.87
54221,0.0,0.44
53455,0.0,0.12
50407,0.0,0.8
51296,0.0,0.6
53841,0.0,0.22
51259,0.0,0.1
51102,0.0,0.42
51907,0.0,0.83
51016,0.0,0.18
51733,0.0,0.92
50615,0.0,0.17
52813,0.0,0.44
53134,0.0,0.21
51117,0.0,0.34
50535,0.0,0.03
52956,0.0,0.91
50859,0.0,0.54
51344,0.0,0.1
53876,0.0,0.13
54095,0.0,0.2
52786,0.0,0.19
53610,0.0,0.64
51592,0.0,0.61
54076,0.0,0.18
51171,0.0,0.26
51368,0.0,0.27
53595,0.0,0.28
51163,0.0,0.03
51066,0.0,0.11
50141,0.0,0.02
50596,0.0,0.23
52388,0.0,0.16
52479,0.0,0.8
52313,0.0,0.16
51497,0.0,0.21
53594,0.0,0.34
50531,0.0,0.86
50401,0.0,0.57
51308,0.0,0.41
52691,0.0,0.12
51847,0.0,0.06
50636,0.0,0.18
51858,0.0,0.11
53071,0.0,0.23
51410,0.0,0.17
51400,0.0,0.19
52083,0.0,0.19
54097,0.0,0.03
50124,0.0,0.62
51362,0.0,0.07
53526,0.0,0.4
51313,0.0,0.07
52503,0.0,0.96
51241,0.0,0.87
53370,0.0,0.2
50006,0.0,0.08
53993,0.0,0.89
50056,0.0,0.36
52061,0.0,0.07
52558,0.0,0.21
51635,0.0,0.25
52658,0.0,0.53
53794,0.0,0.18
52665,0.0,0.71
50589,0.0,0.03
52812,0.0,0.18
50966,0.0,0.06
51185,0.0,0.2
51127,0.0,0.05
53504,0.0,0.09
51284,0.0,0.58
53049,0.0,0.15
50358,0.0,0.48
52594,0.0,0.86
54266,0.0,0.08
50672,0.0,0.21
50679,0.0,0.96
54219,0.0,0.26
52319,0.0,0.02
52184,0.0,0.5
50292,0.0,0.25
50085,0.0,0.32
53310,0.0,0.09
50958,0.0,0.07
50943,0.0,0.27
50130,0.0,0.2
50290,0.0,0.95
50155,0.0,0.05
51523,0.0,0.14
53557,0.0,0.03
50217,0.0,0.23
53187,0.0,0.34
52751,0.0,0.77
53767,0.0,0.66
50405,0.0,0.35
50260,0.0,0.26
54263,0.0,0.67
53443,0.0,0.58
53437,0.0,0.09
52223,0.0,0.22
51154,0.0,0.39
51118,0.0,0.45
50512,0.0,0.12
53202,0.0,0.16
50577,0.0,0.11
50476,0.0,0.08
51538,0.0,0.18
51710,0.0,0.13
50499,0.0,0.78
51174,0.0,0.49
50498,0.0,0.08
51275,0.0,0.19
50086,0.0,0.29
53353,0.0,0.12
51283,0.0,0.72
53560,0.0,0.22
51221,0.0,0.78
52396,0.0,0.23
52392,0.0,0.07
51454,0.0,0.11
51743,0.0,0.11
51785,0.0,0.48
51175,0.0,0.18
50179,0.0,0.55
53451,0.0,0.56
50466,0.0,0.21
53239,0.0,0.75
53063,0.0,0.21
51546,0.0,0.12
52953,0.0,0.97
51218,0.0,0.73
51502,0.0,0.89
51408,0.0,0.12
50262,0.0,0.27
50526,0.0,0.6
50847,0.0,0.57
51015,0.0,0.39
50316,0.0,0.3
54198,0.0,0.87
51035,0.0,0.21
50566,0.0,0.1
51891,0.0,0.52
50604,0.0,0.36
50620,0.0,0.15
50291,0.0,0.38
51797,0.0,0.8
52057,0.0,0.54
53651,0.0,0.1
50795,0.0,0.19
52096,0.0,0.03
54070,0.0,0.19
53309,0.0,0.48
50411,0.0,0.15
50288,0.0,0.49
53562,0.0,0.2
54069,0.0,0.81
52426,0.0,0.15
52229,0.0,0.04
50800,0.0,0.09
52518,0.0,0.22
53416,0.0,0.09
52656,0.0,0.09
54167,0.0,0.6
52605,0.0,0.21
51345,0.0,0.07
51712,0.0,0.26
50502,0.0,0.23
52525,0.0,0.65
51231,0.0,0.11
51451,0.0,0.13
51910,0.0,0.93
54049,0.0,0.16
52408,0.0,0.35
50621,0.0,0.02
50034,0.0,0.36
52353,0.0,0.09
53129,0.0,0.54
53101,0.0,0.44
52529,0.0,0.15
51373,0.0,0.02
53344,0.0,0.77
51086,0.0,0.09
52456,0.0,0.35
54096,0.0,0.25
51701,0.0,0.2
53103,0.0,0.44
50578,0.0,0.98
53867,0.0,0.9
52181,0.0,0.36
52268,0.0,0.89
51080,0.0,0.01
52989,0.0,0.18
50207,0.0,0.7
50696,0.0,0.19
51526,0.0,0.19
51420,0.0,0.18
53079,0.0,0.42
50814,0.0,0.15
52136,0.0,0.15
50450,0.0,0.0
51501,0.0,0.35
50473,0.0,0.47
51840,0.0,0.3
50702,0.0,0.76
53909,0.0,0.33
51864,0.0,0.29
52349,0.0,0.08
52100,0.0,0.02
53929,0.0,0.08
50505,0.0,0.12
51060,0.0,0.22
51673,0.0,0.71
50794,0.0,0.16
52560,0.0,0.69
52767,0.0,0.31
53814,0.0,0.2
52799,0.0,0.19
51775,0.0,0.08
51279,0.0,0.36
53091,0.0,0.34
54223,0.0,0.26
51954,0.0,0.66
50382,0.0,0.86
54174,0.0,0.24
52655,0.0,0.8
54055,0.0,0.09
50947,0.0,0.36
54074,0.0,0.18
50874,0.0,0.12
53675,0.0,0.83
51982,0.0,0.31
50619,0.0,0.75
53070,0.0,0.79
53973,0.0,0.56
50784,0.0,0.06
51929,0.0,0.2
52021,0.0,0.73
52226,0.0,0.42
52015,0.0,0.22
52877,0.0,0.19
53950,0.0,0.23
51791,0.0,0.38
53203,0.0,0.12
52308,0.0,0.74
53777,0.0,0.14
53481,0.0,0.42
50313,0.0,0.32
51422,0.0,0.03
53919,0.0,0.66
53705,0.0,0.66
52348,0.0,0.29
50345,0.0,0.19
54042,0.0,0.61
50792,0.0,0.27
53829,0.0,0.05
53617,0.0,0.15
51921,0.0,0.2
51203,0.0,0.57
50571,0.0,0.19
54181,0.0,0.72
53417,0.0,0.87
51074,0.0,0.24
50654,0.0,0.2
51434,0.0,0.62
52645,0.0,0.14
50169,0.0,0.6
50869,0.0,0.36
51141,0.0,0.05
50352,0.0,0.67
52445,0.0,0.54
53191,0.0,0.05
53486,0.0,0.45
50156,0.0,0.34
51559,0.0,0.39
50599,0.0,0.88
53099,0.0,0.69
53815,0.0,0.33
51684,0.0,0.06
51977,0.0,0.1
53065,0.0,0.36
51589,0.0,0.16
50569,0.0,0.08
52959,0.0,0.47
50020,0.0,0.08
50876,0.0,0.21
52192,0.0,0.42
53972,0.0,0.08
53396,0.0,0.38
53056,0.0,0.47
52720,0.0,0.6
52806,0.0,0.04
54024,0.0,0.1
53528,0.0,0.1
51880,0.0,0.55
51142,0.0,0.11
52550,0.0,0.21
53913,0.0,0.19
53808,0.0,0.94
53847,0.0,0.18
51280,0.0,0.04
53707,0.0,0.16
51965,0.0,0.35
51748,0.0,0.13
52866,0.0,0.03
50811,0.0,0.09
51819,0.0,0.14
52337,0.0,0.39
53149,0.0,0.33
50430,0.0,0.45
53654,0.0,0.14
50848,0.0,0.47
51145,0.0,0.5
52821,0.0,0.13
52044,0.0,0.17
52169,0.0,0.09
53633,0.0,0.2
52811,0.0,0.05
54029,0.0,0.08
53793,0.0,0.27
52882,0.0,0.15
52898,0.0,0.56
52098,0.0,0.44
50158,0.0,0.18
50561,0.0,0.59
50890,0.0,0.14
50932,0.0,0.14
54033,0.0,0.01
51070,0.0,0.17
53105,0.0,0.11
50724,0.0,0.24
50573,0.0,0.74
51316,0.0,0.08
52359,0.0,0.04
52344,0.0,0.06
53303,0.0,0.46
52399,0.0,0.02
54089,0.0,0.25
54270,0.0,0.63
50348,0.0,0.93
53374,0.0,0.23
51414,0.0,0.13
50067,0.0,0.1
54164,0.0,0.05
