custid,gender
5492,0.64
5493,0.05
5494,0.35
5495,0.43
5496,0.37
5497,0.4
5498,0.16
5499,0.25
5500,0.26
5501,0.62
5502,0.21
5503,0.49
5504,0.39
5505,0.38
5506,0.58
5507,0.63
5508,0.51
5509,0.19
5510,0.13
5511,0.43
5512,0.27
5513,0.29
5514,0.27
5515,0.2
5516,0.11
5517,0.43
5518,0.59
5519,0.51
5520,0.46
5521,0.16
5522,0.39
5523,0.56
5524,0.36
5525,0.53
5526,0.33
5527,0.1
5528,0.6
5529,0.28
5530,0.37
5531,0.3
5532,0.43
5533,0.4
5534,0.12
5535,0.04
5536,0.45
5537,0.13
5538,0.52
5539,0.67
5540,0.46
5541,0.495
5542,0.58
5543,0.32
5544,0.54
5545,0.55
5546,0.1
5547,0.21
5548,0.07
5549,0.33
5550,0.3
5551,0.48
5552,0.21
5553,0.44
5554,0.4
5555,0.07
5556,0.34
5557,0.58
5558,0.45
5559,0.33
5560,0.13
5561,0.5
5562,0.55
5563,0.44
5564,0.54
5565,0.35
5566,0.28
5567,0.35
5568,0.33
5569,0.3
5570,0.85
5571,0.25
5572,0.3
5573,0.66
5574,0.33
5575,0.25
5576,0.33
5577,0.08
5578,0.46
5579,0.43
5580,0.58
5581,0.22
5582,0.51
5583,0.1
5584,0.42
5585,0.82
5586,0.34
5587,0.45
5588,0.6
5589,0.73
5590,0.28
5591,0.34
5592,0.36
5593,0.3
5594,0.45
5595,0.63
5596,0.33
5597,0.55
5598,0.37
5599,0.39
5600,0.47
5601,0.49
5602,0.13
5603,0.67
5604,0.58
5605,0.58
5606,0.48
5607,0.27
5608,0.23
5609,0.42
5610,0.51
5611,0.28
5612,0.19
5613,0.15
5614,0.55
5615,0.25
5616,0.37
5617,0.43
5618,0.4
5619,0.24
5620,0.59
5621,0.28
5622,0.29
5623,0.41
5624,0.31
5625,0.34
5626,0.37
5627,0.26
5628,0.59
5629,0.36
5630,0.43
5631,0.25
5632,0.33
5633,0.25
5634,0.41
5635,0.27
5636,0.46
5637,0.31
5638,0.63
5639,0.24
5640,0.54
5641,0.53
5642,0.31
5643,0.21
5644,0.63
5645,0.47
5646,0.5
5647,0.59
5648,0.37
5649,0.51
5650,0.21
5651,0.38
5652,0.39
5653,0.36
5654,0.34
5655,0.34
5656,0.59
5657,0.59
5658,0.38
5659,0.67
5660,0.24
5661,0.33
5662,0.39
5663,0.23
5664,0.69
5665,0.16
5666,0.53
5667,0.54
5668,0.53
5669,0.19
5670,0.14
5671,0.38
5672,0.41
5673,0.1
5674,0.52
5675,0.33
5676,0.27
5677,0.36
5678,0.5
5679,0.43
5680,0.27
5681,0.27
5682,0.16
5683,0.24
5684,0.41
5685,0.42
5686,0.36
5687,0.69
5688,0.44
5689,0.43
5690,0.59
5691,0.41
5692,0.73
5693,0.55
5694,0.24
5695,0.41
5696,0.5966666666666667
5697,0.23
5698,0.44
5699,0.26
5700,0.45
5701,0.21
5702,0.2
5703,0.5
5704,0.15
5705,0.42
5706,0.55
5707,0.17
5708,0.562
5709,0.54
5710,0.69
5711,0.46
5712,0.06
5713,0.26
5714,0.53
5715,0.46
5716,0.2
5717,0.18
5718,0.33
5719,0.63
5720,0.17
5721,0.42
5722,0.15
5723,0.32
5724,0.35
5725,0.22
5726,0.17
5727,0.24
5728,0.3
5729,0.38
5730,0.29
5731,0.33
5732,0.52
5733,0.29
5734,0.56
5735,0.33
5736,0.52
5737,0.7
5738,0.48
5739,0.41
5740,0.24
5741,0.2
5742,0.34
5743,0.46
5744,0.31
5745,0.37
5746,0.27
5747,0.19
5748,0.46
5749,0.32
5750,0.35
5751,0.69
5752,0.53
5753,0.26
5754,0.47
5755,0.23
5756,0.31
5757,0.4
5758,0.32
5759,0.56
5760,0.61
5761,0.3
5762,0.44
5763,0.23
5764,0.3
5765,0.21
5766,0.17
5767,0.28
5768,0.48
5769,0.61
5770,0.54
5771,0.61
5772,0.4
5773,0.1
5774,0.44
5775,0.51
5776,0.58
5777,0.5
5778,0.55
5779,0.52
5780,0.45
5781,0.51
5782,0.64
5783,0.25
5784,0.44
5785,0.19
5786,0.39
5787,0.44
5788,0.44
5789,0.28
5790,0.3
5791,0.22
5792,0.4
5793,0.51
5794,0.36
5795,0.48
5796,0.18
5797,0.38
5798,0.59
5799,0.6
5800,0.1
5801,0.22
5802,0.49
5803,0.21
5804,0.57
5805,0.5586666666666666
5806,0.2
5807,0.48
5808,0.21
5809,0.45
5810,0.48
5811,0.11
5812,0.48
5813,0.29
5814,0.52
5815,0.59
5816,0.27
5817,0.68
5818,0.58
5819,0.77
5820,0.51
5821,0.41
5822,0.95
5823,0.31
5824,0.49
5825,0.24
5826,0.22
5827,0.5
5828,0.32
5829,0.14
5830,0.55
5831,0.61
5832,0.32
5833,0.35
5834,0.32
5835,0.39
5836,0.74
5837,0.49
5838,0.53
5839,0.39
5840,0.37
5841,0.74
5842,0.53
5843,0.61
5844,0.37
5845,0.59
5846,0.25
5847,0.69
5848,0.7
5849,0.08
5850,0.17
5851,0.33
5852,0.28
5853,0.51
5854,0.41
5855,0.48
5856,0.33
5857,0.19
5858,0.06
5859,0.52
5860,0.23
5861,0.1
5862,0.3
5863,0.15
5864,0.54
5865,0.35
5866,0.57
5867,0.15
5868,0.4
5869,0.38
5870,0.43
5871,0.55
5872,0.34
5873,0.31
5874,0.1
5875,0.47
5876,0.47
5877,0.44
5878,0.42
5879,0.39
5880,0.77
5881,0.47
5882,0.28
5883,0.42
5884,0.13
5885,0.34
5886,0.26
5887,0.66
5888,0.51
5889,0.83
5890,0.29
5891,0.42
5892,0.5
5893,0.34
5894,0.36
5895,0.53
5896,0.45
5897,0.57
5898,0.09
5899,0.4
5900,0.12
5901,0.28
5902,0.39
5903,0.33
5904,0.33
5905,0.65
5906,0.41
5907,0.45
5908,0.38
5909,0.2
5910,0.25
5911,0.34
5912,0.18
5913,0.32
5914,0.23
5915,0.25
5916,0.49
5917,0.4
5918,0.68
5919,0.4
5920,0.22
5921,0.23
5922,0.47
5923,0.52
5924,0.52
5925,0.13
5926,0.44
5927,0.165
5928,0.17
5929,0.24
5930,0.56
5931,0.31
5932,0.41200000000000003
5933,0.05
5934,0.35
5935,0.28
5936,0.16
5937,0.53
5938,0.36
5939,0.5
5940,0.56
5941,0.38
5942,0.27
5943,0.38
5944,0.15
5945,0.37
5946,0.29
5947,0.14
5948,0.355
5949,0.37
5950,0.41
5951,0.44
5952,0.17
5953,0.3
5954,0.2
5955,0.55
5956,0.34
5957,0.16
5958,0.37
5959,0.17
5960,0.52
5961,0.19
5962,0.19
5963,0.24
5964,0.64
5965,0.26
5966,0.86
5967,0.59
5968,0.5
5969,0.45
5970,0.34
5971,0.48
5972,0.2
5973,0.62
5974,0.75
5975,0.88
5976,0.36
5977,0.77
5978,0.45
5979,0.54
5980,0.44
5981,0.35
