cust_id,gender
5477,0.26
5478,0.47
5479,0.32
5480,0.28
5481,0.34
5482,0.45
5483,0.56
5484,0.2
5485,0.62
5486,0.24
5487,0.23
5488,0.4
5489,0.42
5490,0.31
5491,0.43
5492,0.6
5493,0.16
5494,0.28
5495,0.35
5496,0.38
5497,0.4
5498,0.12
5499,0.22
5500,0.28
5501,0.52
5502,0.44
5503,0.38
5504,0.28
5505,0.47
5506,0.62
5507,0.67
5508,0.47
5509,0.23
5510,0.2
5511,0.59
5512,0.3
5513,0.4533333333333333
5514,0.38
5515,0.16
5516,0.24
5517,0.42
5518,0.64
5519,0.72
5520,0.52
5521,0.12
5522,0.37
5523,0.54
5524,0.42
5525,0.6
5526,0.39
5527,0.07
5528,0.54
5529,0.31
5530,0.67
5531,0.34
5532,0.4
5533,0.55
5534,0.15
5535,0.03
5536,0.38
5537,0.17
5538,0.43
5539,0.66
5540,0.45
5541,0.4075
5542,0.56
5543,0.43
5544,0.51
5545,0.58
5546,0.14
5547,0.13
5548,0.14
5549,0.37
5550,0.42
5551,0.58
5552,0.4
5553,0.58
5554,0.41
5555,0.29
5556,0.41
5557,0.55
5558,0.28
5559,0.2833333333333334
5560,0.11
5561,0.56
5562,0.43
5563,0.46
5564,0.49
5565,0.48
5566,0.27
5567,0.33
5568,0.3
5569,0.21
5570,0.87
5571,0.39
5572,0.29
5573,0.56
5574,0.42
5575,0.2
5576,0.28
5577,0.11
5578,0.42
5579,0.38
5580,0.71
5581,0.21
5582,0.58
5583,0.11
5584,0.47
5585,0.71
5586,0.34
5587,0.56
5588,0.49
5589,0.6766666666666665
5590,0.55
5591,0.35
5592,0.37
5593,0.27
5594,0.44
5595,0.57
5596,0.38
5597,0.55
5598,0.38
5599,0.27
5600,0.36
5601,0.35
5602,0.24
5603,0.55
5604,0.51
5605,0.68
5606,0.41
5607,0.27
5608,0.27
5609,0.41
5610,0.51
5611,0.28
5612,0.24
5613,0.19
5614,0.43
5615,0.17
5616,0.33
5617,0.3
5618,0.32
5619,0.28
5620,0.49
5621,0.41
5622,0.34
5623,0.41
5624,0.31
5625,0.25
5626,0.23
5627,0.27
5628,0.58
5629,0.41
5630,0.46
5631,0.24
5632,0.43
5633,0.25
5634,0.32
5635,0.28
5636,0.54
5637,0.28
5638,0.48
5639,0.3
5640,0.7
5641,0.41
5642,0.29
5643,0.26
5644,0.66
5645,0.26
5646,0.4
5647,0.65
5648,0.26
5649,0.42
5650,0.21
5651,0.24
5652,0.37
5653,0.38
5654,0.36
5655,0.31
5656,0.66
5657,0.51
5658,0.29
5659,0.59
5660,0.23
5661,0.31
5662,0.32
5663,0.3
5664,0.66
5665,0.17
5666,0.5391666666666667
5667,0.4
5668,0.45
5669,0.25
5670,0.17
5671,0.39
5672,0.38
5673,0.24
5674,0.46
5675,0.3
5676,0.26
5677,0.37
5678,0.65
5679,0.46
5680,0.22
5681,0.19
5682,0.18
5683,0.22
5684,0.41
5685,0.42
5686,0.26
5687,0.71
5688,0.34
5689,0.31
5690,0.49
5691,0.37
5692,0.67
5693,0.61
5694,0.34
5695,0.4
5696,0.515
5697,0.27
5698,0.59
5699,0.26
5700,0.45
5701,0.22
5702,0.28
5703,0.34
5704,0.07
5705,0.38
5706,0.5
5707,0.22
5708,0.5825
5709,0.58
5710,0.51
5711,0.44
5712,0.19
5713,0.33
5714,0.52
5715,0.44
5716,0.24
5717,0.21
5718,0.4
5719,0.56
5720,0.25
5721,0.36
5722,0.15
5723,0.33
5724,0.32
5725,0.23
5726,0.24
5727,0.2
5728,0.34
5729,0.24
5730,0.26
5731,0.29
5732,0.58
5733,0.41
5734,0.5
5735,0.51
5736,0.44
5737,0.62
5738,0.47
5739,0.4
5740,0.23
5741,0.19
5742,0.33
5743,0.45
5744,0.41
5745,0.36
5746,0.24
5747,0.12
5748,0.44
5749,0.26
5750,0.42
5751,0.67
5752,0.56
5753,0.32
5754,0.4
5755,0.31
5756,0.27
5757,0.44
5758,0.35
5759,0.52
5760,0.42
5761,0.36
5762,0.45
5763,0.3
5764,0.45
5765,0.26
5766,0.16
5767,0.43
5768,0.65
5769,0.61
5770,0.61
5771,0.5
5772,0.39
5773,0.18
5774,0.49
5775,0.51
5776,0.57
5777,0.43
5778,0.48
5779,0.52
5780,0.39
5781,0.55
5782,0.585
5783,0.24
5784,0.43
5785,0.19
5786,0.38
5787,0.4
5788,0.51
5789,0.27
5790,0.37
5791,0.25
5792,0.48
5793,0.51
5794,0.45
5795,0.51
5796,0.14
5797,0.45
5798,0.48
5799,0.59
5800,0.16
5801,0.24
5802,0.45
5803,0.17
5804,0.54
5805,0.5533333333333332
5806,0.14
5807,0.49
5808,0.2
5809,0.4
5810,0.41
5811,0.22
5812,0.5
5813,0.31
5814,0.46
5815,0.59
5816,0.24
5817,0.71
5818,0.63
5819,0.76
5820,0.49
5821,0.44
5822,0.91
5823,0.34
5824,0.41
5825,0.26
5826,0.21
5827,0.44
5828,0.35
5829,0.27
5830,0.61
5831,0.66
5832,0.33
5833,0.37
5834,0.27
5835,0.27
5836,0.71
5837,0.45
5838,0.52
5839,0.4
5840,0.43
5841,0.69
5842,0.44
5843,0.47
5844,0.36
5845,0.61
5846,0.31
5847,0.63
5848,0.61
5849,0.15
5850,0.15
5851,0.25
5852,0.26
5853,0.38
5854,0.34
5855,0.58
5856,0.46
5857,0.21
5858,0.17
5859,0.54
5860,0.29
5861,0.07
5862,0.27
5863,0.27
5864,0.54
5865,0.37
5866,0.54
5867,0.19
5868,0.44
5869,0.36
5870,0.49
5871,0.42
5872,0.4
5873,0.21
5874,0.2
5875,0.36
5876,0.47
5877,0.52
5878,0.47
5879,0.55
5880,0.69
5881,0.35
5882,0.25
5883,0.43
5884,0.09
5885,0.34
5886,0.26
5887,0.72
5888,0.36
5889,0.78
5890,0.26
5891,0.51
5892,0.38
5893,0.35
5894,0.28
5895,0.47
5896,0.32
5897,0.43
5898,0.08
5899,0.34
5900,0.26
5901,0.24
5902,0.36
5903,0.32
5904,0.35
5905,0.67
5906,0.38
5907,0.53
5908,0.41
5909,0.19
5910,0.23
5911,0.32
5912,0.22
5913,0.38
5914,0.21
5915,0.25333333333333335
5916,0.32
5917,0.3
5918,0.79
5919,0.49
5920,0.3
5921,0.24
5922,0.47
5923,0.51
5924,0.37
5925,0.15
5926,0.47
5927,0.16
5928,0.16
5929,0.22
5930,0.58
5931,0.23
5932,0.3825
5933,0.03
5934,0.31
5935,0.29
5936,0.23
5937,0.64
5938,0.47
5939,0.51
5940,0.52
5941,0.37
5942,0.19
5943,0.43
5944,0.21
5945,0.27
5946,0.18
5947,0.1
5948,0.44
5949,0.24
5950,0.39
5951,0.54
5952,0.27
5953,0.31
5954,0.14
5955,0.52
5956,0.46
5957,0.15
5958,0.38
5959,0.18
5960,0.54
5961,0.23
5962,0.23
5963,0.27
5964,0.58
5965,0.28
5966,0.75
5967,0.63
5968,0.46
5969,0.35
5970,0.33
5971,0.64
5972,0.14
5973,0.52
5974,0.84
5975,0.88
5976,0.35
5977,0.78
5978,0.51
5979,0.6
5980,0.42
5981,0.47
